t;y;ay;
0.000000E0;-3.529740E-3;
1.667361E-2;;
3.334722E-2;;
5.002083E-2;;
6.669444E-2;;
8.336806E-2;;
1.000417E-1;;
1.167153E-1;;
1.333889E-1;;
1.500625E-1;;
1.667361E-1;;
1.834097E-1;;
2.000833E-1;;
2.167569E-1;;
2.334306E-1;;
2.501042E-1;;
2.667778E-1;;
2.834514E-1;;
3.001250E-1;;
3.167986E-1;;
3.334722E-1;;
3.501458E-1;;
3.668194E-1;;
3.834931E-1;;
4.001667E-1;;
4.168403E-1;;
4.335139E-1;;
4.501875E-1;;
4.668611E-1;;
4.835347E-1;;
5.002083E-1;-1.250346E-2;
5.168819E-1;;
5.335556E-1;;
5.502292E-1;;
5.669028E-1;;
5.835764E-1;;
6.002500E-1;;
6.169236E-1;;
6.335972E-1;;
6.502708E-1;;
6.669444E-1;;
6.836181E-1;;
7.002917E-1;;
7.169653E-1;;
7.336389E-1;;
7.503125E-1;;
7.669861E-1;;
7.836597E-1;;
8.003333E-1;;
8.170069E-1;;
8.336806E-1;;
8.503542E-1;;
8.670278E-1;;
8.837014E-1;;
9.003750E-1;;
9.170486E-1;;
9.337222E-1;;
9.503958E-1;;
9.670694E-1;;
9.837431E-1;;
1.000417E0;-2.147717E-2;-4.266085E-3
1.017090E0;;
1.033764E0;;
1.050437E0;;
1.067111E0;;
1.083785E0;;
1.100458E0;;
1.117132E0;;
1.133806E0;;
1.150479E0;;
1.167153E0;;
1.183826E0;;
1.200500E0;;
1.217174E0;;
1.233847E0;;
1.250521E0;;
1.267194E0;;
1.283868E0;;
1.300542E0;;
1.317215E0;;
1.333889E0;;
1.350563E0;;
1.367236E0;;
1.383910E0;;
1.400583E0;;
1.417257E0;;
1.433931E0;;
1.450604E0;;
1.467278E0;;
1.483951E0;;
1.500625E0;-3.194651E-2;-7.678953E-3
1.517299E0;;
1.533972E0;;
1.550646E0;;
1.567319E0;;
1.583993E0;;
1.600667E0;;
1.617340E0;;
1.634014E0;;
1.650688E0;;
1.667361E0;;
1.684035E0;;
1.700708E0;;
1.717382E0;;
1.734056E0;;
1.750729E0;;
1.767403E0;;
1.784076E0;;
1.800750E0;;
1.817424E0;;
1.834097E0;;
1.850771E0;;
1.867444E0;;
1.884118E0;;
1.900792E0;;
1.917465E0;;
1.934139E0;;
1.950813E0;;
1.967486E0;;
1.984160E0;;
2.000833E0;-4.391146E-2;-5.119302E-3
2.017507E0;;
2.034181E0;;
2.050854E0;;
2.067528E0;;
2.084201E0;;
2.100875E0;;
2.117549E0;;
2.134222E0;;
2.150896E0;;
2.167569E0;;
2.184243E0;;
2.200917E0;;
2.217590E0;;
2.234264E0;;
2.250938E0;;
2.267611E0;;
2.284285E0;;
2.300958E0;;
2.317632E0;;
2.334306E0;;
2.350979E0;;
2.367653E0;;
2.384326E0;;
2.401000E0;;
2.417674E0;;
2.434347E0;;
2.451021E0;;
2.467694E0;;
2.484368E0;;
2.501042E0;-5.886765E-2;-1.962399E-2
2.517715E0;;
2.534389E0;;
2.551063E0;;
2.567736E0;;
2.584410E0;;
2.601083E0;;
2.617757E0;;
2.634431E0;;
2.651104E0;;
2.667778E0;;
2.684451E0;;
2.701125E0;;
2.717799E0;;
2.734472E0;;
2.751146E0;;
2.767819E0;;
2.784493E0;;
2.801167E0;;
2.817840E0;;
2.834514E0;;
2.851187E0;;
2.867861E0;;
2.884535E0;;
2.901208E0;;
2.917882E0;;
2.934556E0;;
2.951229E0;;
2.967903E0;;
2.984576E0;;
3.001250E0;-7.232823E-2;-2.820311E-2
3.017924E0;;
3.034597E0;;
3.051271E0;;
3.067944E0;;
3.084618E0;;
3.101292E0;;
3.117965E0;;
3.134639E0;;
3.151312E0;;
3.167986E0;;
3.184660E0;;
3.201333E0;;
3.218007E0;;
3.234681E0;;
3.251354E0;;
3.268028E0;;
3.284701E0;;
3.301375E0;;
3.318049E0;;
3.334722E0;;
3.351396E0;;
3.368069E0;;
3.384743E0;;
3.401417E0;;
3.418090E0;;
3.434764E0;;
3.451437E0;;
3.468111E0;;
3.484785E0;;
3.501458E0;-1.022406E-1;-2.478455E-2
3.518132E0;;
3.534806E0;;
3.551479E0;;
3.568153E0;;
3.584826E0;;
3.601500E0;;
3.618174E0;;
3.634847E0;;
3.651521E0;;
3.668194E0;;
3.684868E0;;
3.701542E0;;
3.718215E0;;
3.734889E0;;
3.751562E0;;
3.768236E0;;
3.784910E0;;
3.801583E0;;
3.818257E0;;
3.834931E0;;
3.851604E0;;
3.868278E0;;
3.884951E0;;
3.901625E0;;
3.918299E0;;
3.934972E0;;
3.951646E0;;
3.968319E0;;
3.984993E0;;
4.001667E0;-1.336486E-1;-1.025567E-2
4.018340E0;;
4.035014E0;;
4.051687E0;;
4.068361E0;;
4.085035E0;;
4.101708E0;;
4.118382E0;;
4.135056E0;;
4.151729E0;;
4.168403E0;;
4.185076E0;;
4.201750E0;;
4.218424E0;;
4.235097E0;;
4.251771E0;;
4.268444E0;;
4.285118E0;;
4.301792E0;;
4.318465E0;;
4.335139E0;;
4.351813E0;;
4.368486E0;;
4.385160E0;;
4.401833E0;;
4.418507E0;;
4.435181E0;;
4.451854E0;;
4.468528E0;;
4.485201E0;;
4.501875E0;-1.680479E-1;-1.877077E-2
4.518549E0;;
4.535222E0;;
4.551896E0;;
4.568569E0;;
4.585243E0;;
4.601917E0;;
4.618590E0;;
4.635264E0;;
4.651937E0;;
4.668611E0;;
4.685285E0;;
4.701958E0;;
4.718632E0;;
4.735306E0;;
4.751979E0;;
4.768653E0;;
4.785326E0;;
4.802000E0;;
4.818674E0;;
4.835347E0;;
4.852021E0;;
4.868694E0;;
4.885368E0;;
4.902042E0;;
4.918715E0;;
4.935389E0;;
4.952063E0;;
4.968736E0;;
4.985410E0;;
5.002083E0;-2.054383E-1;-2.047721E-2
5.018757E0;;
5.035431E0;;
5.052104E0;;
5.068778E0;;
5.085451E0;;
5.102125E0;;
5.118799E0;;
5.135472E0;;
5.152146E0;;
5.168819E0;;
5.185493E0;;
5.202167E0;;
5.218840E0;;
5.235514E0;;
5.252187E0;;
5.268861E0;;
5.285535E0;;
5.302208E0;;
5.318882E0;;
5.335556E0;;
5.352229E0;;
5.368903E0;;
5.385576E0;;
5.402250E0;;
5.418924E0;;
5.435597E0;;
5.452271E0;;
5.468944E0;;
5.485618E0;;
5.502292E0;-2.518025E-1;-1.791756E-2
5.518965E0;;
5.535639E0;;
5.552313E0;;
5.568986E0;;
5.585660E0;;
5.602333E0;;
5.619007E0;;
5.635681E0;;
5.652354E0;;
5.669028E0;;
5.685701E0;;
5.702375E0;;
5.719049E0;;
5.735722E0;;
5.752396E0;;
5.769069E0;;
5.785743E0;;
5.802417E0;;
5.819090E0;;
5.835764E0;;
5.852437E0;;
5.869111E0;;
5.885785E0;;
5.902458E0;;
5.919132E0;;
5.935806E0;;
5.952479E0;;
5.969153E0;;
5.985826E0;;
6.002500E0;-2.996624E-1;-9.385386E-3
6.019174E0;;
6.035847E0;;
6.052521E0;;
6.069194E0;;
6.085868E0;;
6.102542E0;;
6.119215E0;;
6.135889E0;;
6.152563E0;;
6.169236E0;;
6.185910E0;;
6.202583E0;;
6.219257E0;;
6.235931E0;;
6.252604E0;;
6.269278E0;;
6.285951E0;;
6.302625E0;;
6.319299E0;;
6.335972E0;;
6.352646E0;;
6.369319E0;;
6.385993E0;;
6.402667E0;;
6.419340E0;;
6.436014E0;;
6.452687E0;;
6.469361E0;;
6.486035E0;;
6.502708E0;-3.520090E-1;-1.367423E-2
6.519382E0;;
6.536056E0;;
6.552729E0;;
6.569403E0;;
6.586076E0;;
6.602750E0;;
6.619424E0;;
6.636097E0;;
6.652771E0;;
6.669444E0;;
6.686118E0;;
6.702792E0;;
6.719465E0;;
6.736139E0;;
6.752813E0;;
6.769486E0;;
6.786160E0;;
6.802833E0;;
6.819507E0;;
6.836181E0;;
6.852854E0;;
6.869528E0;;
6.886201E0;;
6.902875E0;;
6.919549E0;;
6.936222E0;;
6.952896E0;;
6.969569E0;;
6.986243E0;;
7.002917E0;-4.043557E-1;-7.691756E-3
7.019590E0;;
7.036264E0;;
7.052937E0;;
7.069611E0;;
7.086285E0;;
7.102958E0;;
7.119632E0;;
7.136306E0;;
7.152979E0;;
7.169653E0;;
7.186326E0;;
7.203000E0;;
7.219674E0;;
7.236347E0;;
7.253021E0;;
7.269694E0;;
7.286368E0;;
7.303042E0;;
7.319715E0;;
7.336389E0;;
7.353063E0;;
7.369736E0;;
7.386410E0;;
7.403083E0;;
7.419757E0;;
7.436431E0;;
7.453104E0;;
7.469778E0;;
7.486451E0;;
7.503125E0;-4.641805E-1;
7.519799E0;;
7.536472E0;;
7.553146E0;;
7.569819E0;;
7.586493E0;;
7.603167E0;;
7.619840E0;;
7.636514E0;;
7.653187E0;;
7.669861E0;;
7.686535E0;;
7.703208E0;;
7.719882E0;;
7.736556E0;;
7.753229E0;;
7.769903E0;;
7.786576E0;;
7.803250E0;;
7.819924E0;;
7.836597E0;;
7.853271E0;;
7.869944E0;;
7.886618E0;;
7.903292E0;;
7.919965E0;;
7.936639E0;;
7.953313E0;;
7.969986E0;;
7.986660E0;;
8.003333E0;-5.195184E-1;
